rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R81546745,g175685414,keith,johngerard,locklear,m,66,25/3/1954, 36  maud  street  rosetta  village , victor  harbor ,5211,sa, 08  2098  5267 ,keith.locklear@aol.com,bachelor-degree,art-media-professional,, 0863  2634  0651  0717 ,47,2020-04-14t03:44+00:00
R68880083,i130886880,joseph,columbus,miller,m,45,17/2/1975, 146  pinjarra  road  mandurah  chiropractic  centre ,mandurah,6210,wa, 08  2017  4256 ,joseph24@yahoo.com,senior-secondary-school,other-clerical-worker,38214, 6710  5357  6896  6973 ,22,2016-09-19t17:38+00:00
R45887257,f187745852,tracy,dennis,black,m,42,7/7/1978, 972  don  road  kookaburra ,healesville,3777,vic, 03  0742  2491 ,,graduate-certificate,legal-professional,83493, 0912  0552  1565  7124 ,23,2020-01-03t02:34+00:00
R45029826,a122504896,wilbern,samuel,keener,f,28,20/8/1992, 18  cromwell  circuit  lnyn  ridge , isabella  plains ,2905,act, 02  5989  8781 ,wilbern.keener@gmail.com,certificate-ii,other-service-worker,76288, 3917  5966  2385  3347 ,9,2020-02-27t11:31+00:00
R06646066,c164666600,james,gregory,harris,f,26,1/1/1994, 6  redan  street  flt  10 , st  kilda ,3182,vic, 03  6446  4134 ,ceeqgrstqm@mail.com,advance-diploma,art-media-professional,87578, 3664  2508  9397  0548 ,4,2017-08-03t12:45+00:00
R64054043,f146403504,amy,carol,debethizy,f,17,12/9/2003, 254  greenhill  road  villa  213 ,glenside,5065,sa, 08  4852  1077 ,,senior-secondary-school,casual-worker,0, 3376  0831  2300  4567 ,2,2020-06-24t06:44+00:00
R69172574,h169172547,melissa,louisa,baggett,f,59,26/6/1961, 25  booyoolie  street  caltowie ,laura,5480,sa, 08  1820  9746 ,hobcfmblan@hotmail.com,senior-secondary-school,machinary-driver,19157, 6631  7127  2949  6044 ,40,2020-02-22t05:37+00:00
R85714375,h151783547,alexa,caldwell,browning,f,25,12/5/1991, 47  Eyre  Street ,Kingston,2604,ACT, 02  7920  0736 ,alexa.browning@aol.com,doctoral-degree,legislator,133061, 6918  2701  8148  6559 ,8,2014-11-22T03:22+00:00
R78070240,a100720478,linda,charisse,whitsett,f,24,11/3/1996, 9  prescot  street  carinya ,lyndhurst,2797,nsw, 02  7683  9108 ,whitsett38@hotmail.com,certificate-iii,automotive-worker,90352, 9782  6601  9581  6368 ,5,2020-01-04t05:24+00:00
R36841605,f166531084,timothy,luisdeustua,hamilton,f,41,1/3/1979, 818  maidens  brush  road  henry  kendall  vlge ,wyoming,2250,nsw, 02  0063  1244 ,lmqqmjqmol@hotmail.com,advance-diploma,other-technician,121340, 5976  2924  0867  7912 ,22,2020-02-09t02:45+00:00
R89675378,h139867587,betty,simone,shults,f,50,5/5/1970, 7  Brou  Court ,Dalmeny,2546,NSW,,ahrqgqggsb@mail.com.au,diploma,ict-technician,-9999, 8276  8591  5566  1667 ,25,2014-04-18T12:47+00:00
R18117507,i171107158,ronald,gray,lyde,f,6,19/8/2014, 167  kirkham  lane  camelot  est ,camden,2570,nsw, 02  7014  8434 ,ronald92@mail.com.au,primary-school,n/a,0,n/a,0,2020-02-06t06:26+00:00
R55783366,c136657538,neil,paul,street,m,32,14/1/1988, 10  penrose  road  ceebeedee ,penrose,2579,nsw,,dhsricdprc@yahoo.com,bachelor-degree,ict-technician,119379, 2538  9810  3879  4348 ,13,2020-12-20T01:36+00:00
R03587936,d153308976,ricky,jr,eckstein,f,71,26/11/1949, 1  gibbs  place  fernleigh ,queanbeyan,2620,nsw, 02  4873  2774 ,eckstein26@hotmail.com,senior-secondary-school,farm-worker,15912, 0631  2142  5402  5447 ,50,2018-09-02t16:25+00:00
R85789518,c185851897,danny,jaquite,banrey,f,23,24/2/1997, 114  maud  street  rosetta  village , victor  harbor ,5211,sa, 08  8923  7592 ,banrey35@yahoo.com,senior-secondary-school,secretary,43297, 6038  5098  1782  6468 ,4,2020-03-17t16:39+00:00
R97941926,c194769129,daniel,lewis,stallings,m,29,7/2/1991, 6  the  pinnacle  glenview , port  macquarie ,2444,nsw, 02  5057  1686 ,osggcrcjia@mail.com.au,certificate-ii,automotive-worker,, 5466  1780  1707  6057 ,3,2013-03-24t17:45+00:00
R66949087,c197469806,jennifer,,laforest,f,32,26/5/1988, 91  diagonal  road  masonic  village , somerton  park ,5044,sa, 08  4042  3043 ,laforest.jennifer@yahoo.com,certificate-iii,engineering-worker,76614, 4078  3256  3902  4660 ,5,2012-08-11t13:39+00:00
R49404054,c105449044,michael,keith,thore,m,13,12/7/2007, 31  harwood  road  dalebrook , dairy  plains ,7304,tas,,jmaebodltl@hotmail.com,secondary-school,n/a,-9999,n/a,0,2020-04-22t01:53+00:00
R59353901,f193913055,gary,,brown,m,52,11/12/1968, 165  bullcreek  drive  air  force  memorial  est , bull  creek ,6149,wa, 08  0679  7822 ,brown36@mail.com.au,diploma,other-technician,105172, 6820  8252  9125  1603 ,33,2020-01-20t09:57+00:00
R12712008,d182210107,bobby,,porch,m,65,27/1/1954, 188  Palmerin  Street ,Warwick,4370,QLD, 07  4684  4403 ,tpgeghhsir@hotmail.com,bachelor-degree,ict-technician,134511, 8740  1256  0337  4871 ,44,2016-12-04T20:41+00:00
R91592596,g199655129,anthony,rackley,stutts,f,14,1/7/2006, 284  castle  hill  road  dorothy  mowll  court , castle  hill ,2154,nsw, 02  7573  3110 ,,secondary-school,n/a,0,n/a,0,2020-03-09t23:46+00:00
R25818214,a125182481,thaned,donald,deandrea,f,46,15/7/1972, 1  Norton  Walk ,Larrakeyah,0820,NT, 08  1486  8006 ,thaned81@aol.com,certificate-iv,construction-worker,84408, 2767  7206  2818  4936 ,29,2018-11-15T23:08+00:00
R23643406,a162430346,george,e,hall,f,64,18/3/1956, 8  Tatlow  Drive ,Epping,3076,VIC, 03  4480  0182 ,george.hall@aol.com,secondary-school,looking-for-employment,-9999, 3963  7909  2437  1072 ,45,2020-07-07T14:12+00:00
R12872839,c127893812,danny,lee,kupanoff,f,28,4/9/1992, 1  milikapiti  street  snake  bay , melville  island ,0822,nt, 08  1259  2225 ,,masters-degree,legislator,, 3147  9172  9355  7776 ,9,2020-06-03t07:25+00:00
R43379754,c173944735,lucy,travis,vance,f,48,1/12/1972, 69  cherry  lane  giverny ,toolangi,3777,vic,,lucy60@aol.com,diploma,other-worker,91812, 2798  1946  6787  8824 ,29,2020-05-01t03:32+00:00
R68675622,d172826665,steven,eugene,moore,m,13,3/5/2007, 14  carrara  street  ahc  house ,benowa,4217,qld, 07  5912  9170 ,moore.steven@hotmail.com,secondary-school,n/a,0,n/a,0,2020-06-04t12:30+00:00
R52440859,a144025895,justin,ray,tyus,f,59,4/10/1961, 795  rathdowne  street  upstairs , carlton  north ,3054,vic, 03  8151  9471 ,justin60@aol.com,diploma,ict-technician,-9999, 7699  1932  3955  9197 ,40,2020-04-17t05:50+00:00
R93569387,i173959368,grady,roland,judd,m,75,20/2/1945, 17  melville  street  numurkah  chiropractic  centre ,numurkah,3636,vic, 03  1450  0496 ,grady.judd@mail.com.au,diploma,construction-worker,54609, 9517  6386  1505  2777 ,56,2020-05-02t05:20+00:00
R10900717,h110719700,oscar,,rinaldi,f,22,24/11/1998, 11  kingaroy  avenue  kingaroy  garden ,helensvale,4210,qld, 07  8599  9195 ,oscar.rinaldi@yahoo.com,senior-secondary-school,other-clerical-worker,-9999, 1677  6540  8243  6289 ,3,2020-02-12t23:05+00:00
R53430276,g167350324,jack,scott,hicks,m,52,7/2/1968, 284  castle  hill  road  dorothy  mowll  court , castle  hill ,2154,nsw, 02  1004  5628 ,hicks21@aol.com,certificate-iii,ict-technician,103370, 0799  1271  9692  4573 ,24,2011-10-25t19:19+00:00
R70003218,b120180073,ariel,dale,sheppard,f,62,14/8/1958, 1  woodside  road  woodside ,balldale,2646,nsw, 02  0568  7170 ,ariel.sheppard@hotmail.com,senior-secondary-school,taxi-driver,11278, 7448  8346  1802  4792 ,43,2020-07-22t03:25+00:00
R25869966,i198562696,christopher,drew,steagall,f,35,16/9/1985, 159  skelbrook  lane  pleasant  park ,sassafras,7307,tas, 03  9578  6240 ,steagall52@mail.com.au,certificate-iv,construction-worker,77017, 5458  1462  8622  0930 ,15,2019-04-09t14:04+00:00
R88301203,f138010823,brian,kohl,marino,m,29,10/11/1991, 20  bullcreek  drive  air  force  memorial  est , bull  creek ,6149,wa, 08  0230  4560 ,marino.brian@gmail.com,certificate-i,clerks,44096, 1643  1882  9012  5936 ,10,2020-02-07t11:10+00:00
R52761617,b111657267,melissa,lee,scialdonekraft,f,16,7/5/2004, 8  Carter  Crescent ,Calwell,2905,ACT, 02  3317  1200 ,scialdonekraft.melissa@aol.com,senior-secondary-school,casual-worker,0, 9241  5816  3413  0703 ,3,2020-05-13T02:10+00:00
R73478022,i104837272,randy,lewis,parnell,f,54,22/10/1966, 399  scaysbrook  drive  brentwood  village ,kincumber,2251,nsw,,tqpbpebfqd@mail.com.au,certificate-iii,engineering-worker,63638, 5034  0786  5100  4379 ,25,2010-10-26t17:30+00:00
R52654211,d151425162,walter,william,holland,m,79,21/1/1941, 4  markham  street  centenary  vlge ,darra,4076,qld, 07  9555  2126 ,oqjibbjrek@gmail.com,certificate-ii,re-tired,-9999, 0046  8842  0753  3371 ,45,2020-04-27t09:17+00:00
R64391252,g153122946,timothy,moody,paige,m,24,6/4/1994, 152  north  flinders  street  house  3  international  hse ,darwin,0800,nt, 08  2782  7071 ,timothy.paige@hotmail.com,bachelor-degree,ict-technician,93810, 7379  5248  8133  5429 ,7,2018-03-10T08:27+00:00
R00855722,a105520278,frederick,james,huffman,f,31,6/10/1989, 11  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486,nsw, 02  1015  7685 ,hpocrfkdns@mail.com,bachelor-degree,ict-technician,70406, 5630  8759  6873  0818 ,12,2020-02-23t15:17+00:00
R95949238,i145829993,sherwood,jennings,moos,m,75,5/9/1945, 1  woodward  street  dp  668989 ,orange,2800,nsw, 02  5799  2871 ,tobcjfnqhh@hotmail.com,certificate-iv,engineering-worker,79967, 8540  3400  3235  3775 ,56,2020-03-14t11:14+00:00
R94066504,g106569440,linda,lynn,silas,f,9,24/3/2007, 245  Woodcote  Crescent , Humpty  Doo ,0836,NT,,linda70@mail.com,secondary-school,n/a,0,n/a,0,2016-01-05T23:44+00:00
R99165663,g159366169,patricia,mays,wilkins,f,21,26/7/1999, 1  sutties  gap  road  maalancamp , millaa  millaa ,4886,qld, 07  5137  5256 ,eisfojdord@mail.com,senior-secondary-school,construction-labourer,, 6444  5142  3413  7584 ,2,2020-04-02t23:23+00:00
R08740762,a170682407,joseph,lawrence,puryear,f,56,25/11/1964, 19  clyde  road  the  appartments ,berwick,3806,vic,,puryear30@mail.com,masters-degree,art-media-professional,123672, 6147  6058  7202  9696 ,37,2020-03-12t10:39+00:00
R52485791,a189512754,raymond,keith,bowman,f,23,9/3/1997, 59  smith  street  cml  building ,darwin,0800,nt, 08  9105  5007 ,raymond.bowman@aol.com,bachelor-degree,other-technician,-9999, 2997  0392  1685  2311 ,4,2020-07-13t11:04+00:00
R93614386,c146369318,richard,robert,poole,m,39,22/1/1981, 261  march  street  dudley  specialist  medical  centre ,orange,2800,nsw, 02  6883  0034 ,richard.poole@hotmail.com,bachelor-degree,education-professional,110089, 8224  4584  0752  2432 ,19,2019-07-15t13:38+00:00
R48352141,b183512441,hugh,lee,herring,m,25,7/6/1995, 46  warren  street  oak  hill  estate ,kyneton,3444,vic, 03  4970  8921 ,herring.hugh@mail.com,graduate-certificate,chief-executive,-9999, 8968  9310  6099  6813 ,6,2020-02-23t01:20+00:00
R61195471,i149175161,mary,,trivette,f,53,6/8/1967, 2  bronberg  court  regal  palms ,southport,4215,qld, 07  5965  2665 ,bptktkmqjd@mail.com,graduate-diploma,legislator,147286, 2728  1773  7144  2551 ,34,2020-03-11t12:46+00:00
R05176083,h116508073,gretchen,l,miecznikowski,f,62,30/4/1958, 110  king  street  rosevilee  retirement  village , doncaster  east ,3109,vic, 03  2945  8750 ,miecznikowski.gretchen@aol.com,certificate-iv,other-worker,89739, 1899  6989  4443  0353 ,43,2020-05-07t11:45+00:00
R87854112,h181821475,arman,anthony,blair,f,8,30/5/2012, 20  franklin  street  manuka  arcade ,manuka,2603,act, 02  0028  7022 ,blair65@mail.com,primary-school,n/a,0,n/a,0,2020-07-23t07:27+00:00
R87629308,b180369827,michael,eugene,escobar,f,77,11/2/1943, 3  veterans  parade  west  hostel ,collaroy,2097,nsw, 02  1855  1541 ,escobar18@yahoo.com,certificate-ii,re-tired,0, 8328  2946  2136  4913 ,45,2020-02-10t14:13+00:00
R91666724,b169762614,robert,bennett,tubbs,m,34,2/5/1986, 20  bollig  garden  swan  cottage  homes ,bentley,6102,wa, 08  8533  4866 ,gfmohoiprt@aol.com,bachelor-degree,other-technician,127643, 0350  9362  1286  2511 ,4,2009-01-13t11:22+00:00
R96896307,g106799836,jessica,,wise,f,21,3/12/1999, 6320  northern  highway  evergreen , heathcote  south ,3523,vic, 03  8140  3792 ,wise.jessica@yahoo.com,certificate-iii,automotive-worker,, 9920  5315  6479  0251 ,2,2020-01-03t03:32+00:00
R11229443,a131192424,irma,latrica,mobley,f,73,10/9/1947, 34  wentworth  street  john  byrne  court ,glebe,2037,nsw, 02  4551  9485 ,mobley.irma@hotmail.com,certificate-iv,construction-worker,90787, 1767  3565  4008  3052 ,52,2018-11-27t15:59+00:00
R33329938,d133393982,johnathan,lee,alexander,f,69,5/7/1951, 1  bradman  avenue  maroochy  river  caravan  park ,maroochydore,4558,qld, 07  1929  0444 ,alexander.johnathan@gmail.com,bachelor-degree,other-technician,134453, 8475  7443  7268  7524 ,49,2019-03-12t18:58+00:00
R46495503,c103945654,jonathon,benjamin,hilliard,f,45,17/4/1975, 49  augusta  road  calvary  campus , lenah  valley ,7008,tas, 03  3511  2025 ,jonathon.hilliard@mail.com,senior-secondary-school,machinary-driver,14528, 8219  5256  8964  5745 ,26,2020-04-04t08:08+00:00
R08575248,h182074558,kenneth,crofton,britt,f,61,29/8/1959, 2  hannah  place  deakin  chmbrs ,deakin,2600,act,,britt49@mail.com.au,graduate-diploma,legislator,179783, 2526  7177  1320  6099 ,42,2020-03-06t17:47+00:00
R39548078,c105738984,james,alexander,blowe,m,70,26/11/1950, 620  fenaughty  road  devonleigh ,tatura,3616,vic, 03  4683  3697 ,blowe86@gmail.com,certificate-ii,carer,63262, 9954  9301  2018  3556 ,51,2020-05-25t06:39+00:00
R75547511,h117155547,belinda,ann,conner,f,22,6/4/1995, 27  Hilton  Road ,Gympie,4570,QLD, 07  7765  0890 ,,graduate-certificate,manager,168396, 6718  0217  9592  2308 ,6,2017-08-04T19:26+00:00
R21152107,c150712211,allyson,finch,jackson,f,25,11/6/1995, 4  hakea  place  rowethorpe ,bentley,6102,wa, 08  8903  5910 ,mcqbnfccsb@hotmail.com,certificate-iv,ict-technician,141479, 3799  9501  4185  1643 ,6,2020-05-24t13:32+00:00
R03571154,i171301455,jessica,lawhorn,winters,f,6,12/1/2014, 104  chinderah  bay  drive  homestead  caravn  park ,chinderah,2487,nsw, 02  4248  9109 ,winters73@gmail.com,primary-school,n/a,0,n/a,0,2020-01-26t12:30+00:00
R10857193,i195711830,joshua,l,beaver,m,77,14/8/1943, 255  high  street  poppet  head  light  industrial  estate , kangaroo  flat ,3555,vic, 03  4425  6574 ,beaver.joshua@aol.com,secondary-school,re-tired,-9999, 1867  2944  2647  1619 ,45,2020-04-07t06:35+00:00
R59932939,i192593399,patricia,m,cloud,f,33,13/8/1987, 86  wagga  road  murray  vale  complex ,lavington,2641,nsw, 02  7611  3657 ,aefsitkbtn@gmail.com,certificate-i,clerical-worker,, 4931  1076  1065  9064 ,8,2014-02-08t15:40+00:00
R27493385,h157239384,eleanore,burnette,green,f,39,24/12/1981, 12  albermarle  place  cameray  court ,phillip,2606,act, 02  2582  3638 ,green.eleanore@hotmail.com,graduate-certificate,art-media-professional,145019, 8052  7131  0224  4620 ,20,2020-05-16t14:25+00:00
R65107351,b113167505,dustin,wayne,surrett,m,76,19/12/1944, 14  carrara  street  ahc  house ,benowa,4217,qld, 07  1877  1942 ,dustin.surrett@mail.com.au,secondary-school,construction-labourer,, 0148  5343  3827  3082 ,37,2000-11-17t22:47+00:00
R54489473,d187345944,daniel,edward,hernandez,f,59,18/5/1961, 96  collins  street  flt  1 ,mentone,3194,vic, 03  6959  3744 ,daniel.hernandez@aol.com,graduate-diploma,legislator,119827, 7623  8140  2602  1777 ,39,2019-08-15t13:48+00:00
R40640112,a114200164,james,m,watkins,f,29,26/7/1991, 157  marconi  street  villa  22  henry  kendall  bayside , bonnells  bay ,2264,nsw, 02  9964  7822 ,ooegnagaqi@aol.com,diploma,other-worker,67471, 7863  2486  1672  4816 ,10,2020-02-17t13:03+00:00
R52217237,f122351277,zakir,macarthur,rankin,m,67,20/1/1953, 41  cavenagh  street  plaza  bldg ,darwin,0800,nt, 08  7595  3848 ,,graduate-certificate,education-professional,-9999, 2931  7530  2551  8590 ,48,2020-05-14t24:13+00:00
R62176979,d176921769,kyle,thomas,worsham,m,48,2/9/1972, 153  bottlebrush  drive  rowethorpe ,bentley,6102,wa, 08  9591  8934 ,emjobsifqr@gmail.com,certificate-i,other-clerical-worker,, 7653  0808  3203  9801 ,25,2016-04-11t21:19+00:00
R04830596,f108546930,henry,clinton,sellars,m,60,19/5/1956, 105  Port  Stephens  Drive , Salamander  Bay ,2317,NSW, 02  8417  5684 ,sellars23@aol.com,secondary-school,machinary-driver,15496, 3442  9987  4460  9487 ,43,2014-04-22T10:11+00:00
R54544758,i187455445,terrell,caroline,gilchrist,f,41,16/11/1979, 9  upper  coonara  road  kilbrachen ,olinda,3788,vic,,gilchrist.terrell@mail.com,diploma,other-technician,84540, 1633  4810  0468  1336 ,20,2018-08-17t03:18+00:00
R03252535,f103253255,leola,t,grimsley,f,50,5/9/1970, 12  roys  road  claymore ,lorne,2439,nsw, 02  0442  1436 ,leola39@mail.com.au,certificate-iii,engineering-worker,85911, 1359  5295  5850  9232 ,20,2009-10-20t10:24+00:00
R71193815,i171531819,louis,robert,larson,m,26,3/8/1994, 12  wharf  street  eyecare  house ,murwillumbah,2484,nsw, 02  4892  0891 ,louis28@mail.com.au,advance-diploma,health-professional,, 4751  8091  4556  5486 ,5,2018-06-14t19:36+00:00
R54369028,a102346589,joyce,dlowery,swartz,f,57,26/4/1963, 450  stewarts  road  southertons ,outtrim,3951,vic, 03  5137  7600 ,joyce40@yahoo.com,bachelor-degree,health-professional,133657, 3420  3820  0691  5022 ,34,2016-04-09t11:33+00:00
R31790319,g171199303,jennifer,eckertmayton,patterson,f,31,6/2/1989, 3  Connorton  Street ,Uranquinty,2652,NSW, 02  4390  8269 ,patterson.jennifer@yahoo.com,advance-diploma,ict-technician,131822, 0384  7071  8615  3273 ,12,2020-08-08T17:13+00:00
R60066122,e106066212,molly,,lewis,f,67,30/10/1953, 258  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486,nsw, 02  6957  8333 ,molly.lewis@hotmail.com,diploma,construction-worker,75018, 8741  1548  2394  0048 ,48,2020-07-18t11:35+00:00
R33146503,a133613504,lee,rayshann,mcclinton,m,56,31/1/1964, 54  macarthur  parade  s/port  yacht-b , main  beach ,4217,qld,,mcclinton26@yahoo.com,secondary-school,un-employed,, 1457  4094  2394  4821 ,34,2017-05-01t13:12+00:00
R40786018,c176188004,alex,phillip,burnell,f,65,17/8/1955, 626  sherwood  road  public  school  reserve ,sherwood,2440,nsw, 02  7102  4313 ,,certificate-i,health-support-worker,, 7409  0783  3330  2233 ,45,2019-08-17t16:57+00:00
R72064160,a176024601,david,c,edwards,m,49,29/6/1971, 175  strickland  crescent  john  james  medcl  cnt ,deakin,2600,act, 02  2278  8262 ,edwards.david@aol.com,masters-degree,chief-executive,147807, 2840  2211  7922  1545 ,27,2017-01-23t15:21+00:00
R86988308,e169880388,brian,ellington,olah,f,50,23/11/1970, 3  morgans  road  neverfail  van  park , mount  white ,2250,nsw, 02  0146  6488 ,olah65@yahoo.com,graduate-certificate,legal-professional,, 3604  5190  5258  9555 ,31,2020-03-15t15:51+00:00
R45422627,e146475222,james,mcneil,harris,f,64,2/6/1956, 1928  ridley  street  cowrie  court ,karratha,6714,wa, 08  8677  9321 ,boprifcolo@hotmail.com,bachelor-degree,ict-technician,125879, 8857  4503  8282  0470 ,43,2018-12-27t23:20+00:00
R88914133,g114388391,danley,devon,pechey,m,10,21/5/2010, 1305  macarthur  road  lynwood ,penshurst,3289,vic, 03  1442  2225 ,pechey69@mail.com.au,primary-school,n/a,0,n/a,0,2020-06-27t23:14+00:00
R12120526,i122506112,rhonda,,pharr,f,72,6/4/1948, 7  centre  road  flt  18 , brighton  east ,3187,vic, 03  6992  3838 ,pharr66@gmail.com,certificate-ii,automotive-worker,71998, 9818  1907  0388  1687 ,51,2018-02-08t13:14+00:00
R37582744,i145787234,jeffrey,john,raynor,f,21,28/9/1999, 8  kurrajong  place  greenslopes , north  rockhampton ,4701,qld, 07  8408  0934 ,jeffrey.raynor@yahoo.com,certificate-iv,construction-worker,72924, 8556  4910  3070  2256 ,2,2020-06-16t09:55+00:00
R88216772,i128628771,thomas,lee,potter,m,20,10/2/2000, 168  kent  street  aprt  2207  observatory  tower ,sydney,2000,nsw, 02  4136  0269 ,potter.thomas@hotmail.com,advance-diploma,other-technician,113076, 8876  0208  0066  4817 ,1,2020-01-08t22:46+00:00
R15287545,d115554827,linda,,mabe,f,71,29/5/1949, 120  audley  street  teloca  house ,narrandera,2700,nsw, 02  4809  8975 ,linda28@hotmail.com,doctoral-degree,manager,-9999, 2187  1471  0997  1966 ,51,2019-01-20t12:15+00:00
R51402892,g191042852,philip,joseph,bryant,m,78,22/7/1942, 5  allamurr  court  dunbar  heights ,palmerston,0830,nt, 08  4899  6059 ,bryant9@mail.com.au,advance-diploma,education-professional,-9999, 3866  7466  6459  2987 ,56,2017-02-26t14:39+00:00
R77921120,b190212717,luis,bernard,cockrell,m,58,6/4/1962, 1  leura  lane  watersley  cottage ,hamilton,3300,vic, 03  9555  2741 ,cockrell90@mail.com.au,bachelor-degree,ict-technician,133161, 6037  8962  3732  5111 ,39,2020-07-24t15:50+00:00
R77043124,f177420314,james,,johnsen,f,8,2/5/2012, 17  talara  road  villa  1 ,gymea,2227,nsw, 02  9690  4556 ,johnsen29@yahoo.com,primary-school,n/a,0,n/a,0,2020-06-07t10:10+00:00
R47651727,i127176745,nicholas,lee,grainger,m,22,22/4/1998, 4  Crosby  Street ,Toowoomba,4350,QLD, 07  8343  4432 ,,certificate-ii,engineering-worker,64589, 3198  6307  5276  8983 ,3,2020-05-17T11:31+00:00
R72328670,a127862703,nicholas,edward,harris,f,77,25/4/1943, 5  carrabie  street  raaf  base ,darwin,0800,nt, 08  4740  7086 ,harris54@aol.com,senior-secondary-school,re-tired,0, 8033  7173  4896  7211 ,45,2020-04-27t21:40+00:00
R97636356,e163936657,leslie,marie,lawson,f,64,14/9/1956, 33  neales  lane  robin  hill ,orange,2800,nsw, 02  5076  4234 ,leslie.lawson@yahoo.com,certificate-iv,ict-technician,91500, 6026  0326  7317  5788 ,44,2019-01-01t10:13+00:00
R43640994,g169439440,shelby,henderson,fulton,f,66,12/1/1954, 47  village  drive  latrobe  village ,reservoir,3073,vic, 03  1305  1953 ,shelby.fulton@hotmail.com,secondary-school,factory-worker,19370, 8283  3615  2756  4005 ,47,2020-07-15t02:50+00:00
R83865710,b157813086,lawrence,jonathan,spence,m,42,22/3/1978, 38  mal  campbell  drive  craignish ,dundowran,4655,qld,,spence69@aol.com,certificate-iii,other-technician,-9999, 0653  2038  9608  8243 ,23,2020-02-07t15:47+00:00
R53477630,a134037576,frank,,farmer,f,21,15/10/1999, 39  balmoral  grove  riverside  estate , barellan  point ,4306,qld, 07  7636  0392 ,farmer.frank@mail.com,senior-secondary-school,taxi-driver,14793, 3140  9341  2350  1378 ,2,2020-05-18t08:02+00:00
R23111285,b121258311,william,mazin,wash,f,28,17/6/1992, 905  healesville-koo-wee-rup  road  rahil  park , woori  yallock ,3139,vic, 03  8808  5428 ,william71@gmail.com,certificate-i,clerical-worker,44787, 3643  1678  5331  5657 ,8,2019-12-13t03:49+00:00
R87420678,b160772488,james,matthew,monahan,f,20,22/3/1999, 30  Hall  Street , Bondi  Beach ,2026,NSW, 02  1002  0995 ,james82@mail.com,certificate-i,secretary,41594, 8372  6650  5800  1298 ,2,2019-11-25T24:36+00:00
R25129775,f121525779,loretta,alice,norton,f,44,4/11/1975, Claverton  Station ,Wyandra,4489,QLD, 07  3475  4669 ,,masters-degree,ict-professional,115008, 2915  4739  3678  8246 ,26,2019-05-07T18:29+00:00
R71421439,f141329471,peggy,lucille,treadway,f,52,1/2/1968, 175  strickland  crescent  john  james  medical  centre ,deakin,2600,act, 02  3878  3076 ,akeqpprkbg@hotmail.com,graduate-certificate,ict-professional,129133, 9327  4112  7429  6887 ,29,2016-11-20t18:27+00:00
R17284338,c137321848,jennifer,elaine,dew,f,26,29/5/1993, 8  Bopeechee  Street , Roxby  Downs ,5725,SA,,meek.jennifer@yahoo.com,certificate-iii,ict-technician,121909, 1412  9839  7710  4356 ,6,2017-02-25T19:04+00:00
R34082033,h133002348,louise,moore,chausse,f,59,26/6/1961, 35  camberwell  street  gaia  house , east  victoria  park ,6101,wa, 08  4854  1518 ,louise6@mail.com,senior-secondary-school,machinary-driver,13091, 3901  4234  2603  2599 ,40,2020-07-01t20:40+00:00
R10566704,c170660145,nancy,fay,rawls,f,60,25/10/1960, 13  cavenagh  street  carpentaria  house ,darwin,0800,nt, 08  5974  5882 ,nancy.rawls@hotmail.com,certificate-iii,ict-technician,141626, 6959  4586  2061  0760 ,41,2020-07-21t19:46+00:00
R83230044,f103843402,ray,,mann,m,18,18/2/2002, 99  attfa  arcade  2/98-latchford  barracks ,bonegilla,3694,vic, 03  1499  0319 ,mann55@gmail.com,senior-secondary-school,casual-worker,0, 4015  4135  0621  2239 ,1,2020-04-18t19:29+00:00
R83379249,i139798234,ronald,lee,jones,m,33,6/6/1987, 5  Newcombe  Way ,Padbury,6025,WA, 08  2808  6324 ,,certificate-ii,construction-worker,-9999, 9136  4380  1313  7555 ,13,2019-02-07T23:07+00:00
R70113393,a171310393,tommy,edgerton,kripner,m,27,1/7/1993, 11  duff  place  deakin  shops ,deakin,2600,act,,tommy42@hotmail.com,masters-degree,health-professional,98826, 9804  2586  3075  7331 ,8,2020-04-24t15:41+00:00
R51183960,c181903561,vasantha,smithers,connolly,f,47,24/2/1973, 19  marine  avenue  the  binnacles ,mornington,3931,vic, 03  0697  4627 ,connolly75@mail.com,advance-diploma,health-professional,, 3407  4832  2813  2346 ,28,2020-04-02t04:17+00:00
R84769054,e176458049,max,ryan,lindsay,m,66,16/11/1954, 1314  richmond  road  palmara ,richmond,7025,tas, 03  0195  6512 ,,advance-diploma,other-technician,102738, 8369  0052  8314  1857 ,47,2020-05-23t12:24+00:00
R59907852,b127595890,wayne,eugene,shepherd,f,68,26/6/1952, 36  taroona  avenue  malonga  park ,burnie,7320,tas,,wayne.shepherd@yahoo.com,certificate-i,carer,-9999, 2221  5207  9305  4643 ,48,2019-03-18t08:56+00:00
R66779825,i169562778,marty,robert,wrenn,f,29,14/1/1991, 3644  nepean  highway  the  knoll ,portsea,3944,vic,,marty.wrenn@aol.com,bachelor-degree,health-professional,141513, 9950  3269  5471  4635 ,9,2019-02-21t11:37+00:00
