rec_id_edu,ssn,first_name_edu,middle_name_edu,last_name_edu,gender_edu,current_age,birth_date_edu,street_address_edu,suburb_edu,postcode_edu,state_edu,phone_edu,email_edu,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id_med,first_name_med,middle_name_med,last_name_med,gender_med,age_at_consultation,birth_date_med,medicare_number,street_address_med,suburb_med,postcode_med,state_med,phone_med,email_med,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
R53946145,b114459365,jacob,william,baldwin,f,20.0,3/1/2000, 9  ellis  road  tallia ,braunstone,2460.0,nsw, 02  1193  7889 ,,senior-secondary-school,taxi-driver,9999.0, 3193  8905  7550  3074 ,1.0,2020-03-01t16:45+00:00,rec-73238,jacob,william,baldwin,f,16.0,3/1/2000, 8494  17002  1  2 , 10  oakland  avenue  21st ,windang,2528.0,nsw, 02  1193  7889 ,kcsfmcallb@aol.com,married,163.0,71.0,26.722872520606725,68.0,208.0,0.0,urinary-tract-infection,2016-07-01t18:24+00:00
R82174405,f144158270,craig,,hunt,m,27.0,23/11/1992, 294  Darby  Street , Cooks  Hill ,2300.0,NSW, 02  2370  8635 ,hunt.craig@yahoo.com,certificate-ii,health-support-worker,9999.0, 5693  8971  5229  6031 ,9.0,2019-03-25T02:49+00:00,rec-34558,craig,travis,hunt,m,24.0,23/11/1992, 4628  77234  1  3 , 3839  great  western  highway  badger  brush ,yetholme,2795.0,nsw, 02  2418  1523 ,hunt.craig@yahoo.com,not-married,168.0,99.0,35.0765306122449,73.0,178.0,0.0,relapse-of-chronic-myelocytic-leukemia-requiring-chemotherapy,2016-09-01t03:08+00:00
R41507284,f144158270,craig,travis,hunt,m,28.0,23/11/1992, 3839  great  western  highway  badger  brush ,yetholme,2795.0,nsw, 02  2418  1523 ,hunt.craig@yahoo.com,certificate-ii,health-support-worker,45478.0, 5693  8971  5229  6031 ,9.0,2020-06-26t03:40+00:00,rec-34558,craig,travis,hunt,m,24.0,23/11/1992, 4628  77234  1  3 , 3839  great  western  highway  badger  brush ,yetholme,2795.0,nsw, 02  2418  1523 ,hunt.craig@yahoo.com,not-married,168.0,99.0,35.0765306122449,73.0,178.0,0.0,relapse-of-chronic-myelocytic-leukemia-requiring-chemotherapy,2016-09-01t03:08+00:00
R09794635,g139670594,tyler,gregory,workman,m,51.0,31/7/1969, 1  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  5372  0333 ,tyler.workman@mail.com,graduate-diploma,ict-professional,, 9545  7000  8547  1615 ,32.0,2020-02-19t05:30+00:00,rec-18421,tyler,gregory,workman,m,42.0,31/7/1969, 7126  26183  2  1 , 330  fullarton  road  stow  court ,fullarton,5063.0,sa, 08  5372  0333 ,tyler.workman.mail.com,divorced,189.0,125.0,34.993421236807485,71.0,207.0,0.0,developed-a-rash-on-both-legs,2014-12-12t18:35+00:00
R30432759,a109354237,jared,andrew,leggett,f,46.0,28/9/1974, 155  duffys  road  tingari  vlge ,terrigal,2260.0,nsw, 02  3011  3149 ,leggett.jared@mail.com.au,diploma,automotive-worker,70806.0, 8397  9525  2398  1119 ,20.0,2013-10-10t14:20+00:00,rec-86161,jared,andrew,leggett,f,40.0,28/9/1974, 1077  96077  2  1 , 155  duffys  road  tingari  vlge ,terrigal,,nsw,,leggett.jared.mail.com.au,married,189.0,77.0,21.55594748187341,77.0,130.0,0.0,removal-of-benign-right-breast-lump,2015-05-20t02:18+00:00
R92104699,g196290419,carl,currie,ogden,m,20.0,4/2/2000, 501  maidens  brush  road  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  7522  3905 ,ogden95@mail.com,bachelor-degree,other-technician,137753.0, 1367  4008  9699  6143 ,1.0,2020-04-11t02:28+00:00,rec-15741,carl,currie,ogden,m,15.0,4/2/2000, 7919  39726  1  2 , 21  queen  street  mill  hand ,bombala,2632.0,nsw,,,not-married,162.0,77.0,29.340039628105465,80.0,242.0,0.0,unsteadiness,2015-03-09t07:24+00:00
R74923750,i153794072,jon,d,herring,f,71.0,24/9/1949, 593  old  cleveland  road  camp  hill  exch , camp  hill ,4152.0,qld, 07  8256  0365 ,jon60@gmail.com,diploma,ict-technician,131453.0, 0721  1132  4974  6204 ,51.0,2019-07-25t19:30+00:00,rec-77794,jon,d,herring,f,67.0,24/9/1949, 8680  41914  2  2 , 593  old  cleveland  road  camp  hill  exch , camp  hill ,4152.0,qld, 07  8256  0365 ,jon60@gmail.com,married,183.0,99.0,29.56194571351787,79.0,240.0,0.0,bilateral-lower-extremity-edema,2016-11-16t15:48+00:00
R47042636,h163076424,rodney,wayne,pormilos,m,52.0,7/12/1968, 23  moorecourt  avenue  karingal  garden ,springwood,2777.0,nsw, 02  3547  2516 ,cknmeqihij@aol.com,diploma,other-technician,71393.0, 3556  6281  0646  7100 ,33.0,2020-02-05t15:44+00:00,rec-2226,rodney,wayne,pormilos,m,50.0,7/12/1968, 4397  65990  2  1 , 23  moorecourt  avenue  karingal  garden ,springwood,2777.0,nsw, 02  3547  2516 ,cknmeqihij@aol.com,married-de-facto,172.0,131.0,44.28069226608978,79.0,184.0,0.0,depression/anxiety,2018-10-23t16:14+00:00
R05472121,e142110527,justin,,morrison,f,56.0,19/2/1964, 22  coral  sea  drive  toogimbie ,toowoomba,4350.0,qld,,,bachelor-degree,ict-technician,82223.0, 1639  4585  6363  6073 ,31.0,2014-08-17t12:23+00:00,rec-72340,justin,kevin,morrison,m,52.0,19/2/1964, 2952  23613  1  1 , 22  coral  sea  drive  toogimbie ,toowoomba,,qld, 07  3017  8283 ,,not-married,175.0,76.0,24.816326530612244,77.0,180.0,1.0,light-headed,2016-05-09t20:05+00:00
R20299075,c129952700,mark,bradley,scurlock,f,63.0,27/10/1957, 1308  gobarralong  street  oak  hills ,coolac,2727.0,nsw, 02  3035  1379 ,scurlock45@hotmail.com,masters-degree,legal-professional,110042.0, 8808  0942  8653  8002 ,39.0,2015-11-01t05:46+00:00,rec-75718,mark,bradley,scurlock,f,62.0,27/10/1957, 2798  48052  2  2 , 1308  gobarralong  street  oak  hills ,coolac,2727.0,nsw,,,married,186.0,96.0,27.748872702046476,77.0,144.0,0.0,sore-throat,2019-12-12t21:56+00:00
R77275451,i175277541,juanita,carolyn,anderson,f,32.0,14/10/1988, 6  banyan  street  unt  6 , fannie  bay ,820.0,nt,,hmihfoncmj@mail.com,certificate-i,personal-services-worker,9999.0, 5889  8473  3498  7486 ,13.0,2020-04-02t11:01+00:00,rec-62652,juanita,,anderson,f,31.0,14/10/1988, 6948  27612  2  1 , 6  banyan  street  unt  6 , fannie  bay ,820.0,nt,,hmihfoncmj@mail.com,married-de-facto,170.0,136.0,47.05882352941177,77.0,130.0,0.0,occasional,2019-10-07t02:38+00:00
R65473497,a179647534,howard,leggett,helms,m,62.0,22/12/1956, Cockburan  Valley  Road ,Kootingal,2352.0,NSW, 02  0933  4875 ,helms.howard@yahoo.com,bachelor-degree,health-professional,, 4486  0774  0623  3132 ,45.0,2018-10-24T10:04+00:00,,,,,,,,,,,,,,,,,,,,,,,
R29629451,i142929561,calvin,keith,hunter,f,20.0,19/1/2000, 643  esplanade  street  abel  tasmen  motel , lakes  entrance ,3909.0,vic, 03  7165  7839 ,calvin.hunter@mail.com,secondary-school,looking-for-employment,4341.0, 8089  7592  3504  9504 ,1.0,2020-07-24t03:13+00:00,rec-98827,calvin,keith,hunter,f,16.0,19/1/2000, 8617  98296  1  2 , 656  chum  creek  road  orchard  house ,healesville,3777.0,vic, 03  3904  9779 ,,not-married,169.0,69.0,24.158817968558527,67.0,46.0,0.0,pneumonia,2016-08-23t03:08+00:00
R96399719,h191979396,candace,lashonne,applequist,f,23.0,11/3/1997, 76  hillier  road  hillier  park ,gawler,5118.0,sa, 08  9587  6722 ,applequist31@mail.com.au,secondary-school,un-employed,, 6245  4406  5191  0655 ,4.0,2020-06-15t03:06+00:00,rec-59377,candace,lashonne,applequist,f,21.0,11/3/1997, 5814  78693  1  2 , 76  hillier  road  hillier  park ,gawler,5118.0,sa, 08  9587  6722 ,applequist31@mail.com.au,married-de-facto,189.0,97.0,27.154894879762605,74.0,176.0,0.0,fall,2018-09-13t18:27+00:00
R51520974,g124551097,pamela,jean,alford,f,62.0,9/5/1958, 11  kinarra  avenue  brunswick  gardns ,wyoming,2250.0,nsw, 02  7945  1933 ,alford.pamela@mail.com.au,graduate-diploma,legal-professional,, 0001  6131  4978  0721 ,43.0,2020-07-06t02:12+00:00,rec-20199,pamela,jean,alford,f,56.0,9/5/1958, 9908  66475  1  1 , 58  green  lane  rocklyn  west ,orange,2800.0,nsw, 02  7945  1933 ,alford.pamela@mail.com.au,married-de-facto,197.0,63.0,16.2333479347574,75.0,129.0,1.0,urinary-incontinence,2014-06-06t10:09+00:00
R46933453,d146333954,milton,lee,clayton,m,11.0,9/5/2009, 1  surat  road  roma  downs ,roma,4455.0,qld, 07  2040  3390 ,clayton.milton@hotmail.com,primary-school,,0.0,,0.0,2020-06-05t08:49+00:00,rec-62542,milton,lee,clayton,m,3.0,9/5/2009, 2613  65943  2  3 , 88  beach  street  apmnt  203 , port  melbourne ,3207.0,vic, 03  3573  5440 ,,,85.0,15.0,20.761245674740486,74.0,207.0,0.0,bronchitis,2012-07-20t22:51+00:00
R59937639,i133979659,jacinth,hamill,mcneely,f,61.0,19/12/1959, 1  dam  road  tinaroo  falls ,kairi,4872.0,qld, 07  8635  6480 ,jacinth42@hotmail.com,senior-secondary-school,factory-worker,, 4559  0884  7003  4670 ,41.0,2019-06-15t14:15+00:00,rec-29628,jacinth,hamill,mcneely,f,54.0,19/12/1959, 4379  29519  2  2 , 10  birch  court  willow  lodge ,dandenong,,vic,,,married-de-facto,186.0,123.0,35.55324314949705,72.0,239.0,0.0,dry-mouth,2014-08-02t05:36+00:00
R91812509,f105891912,charles,c,hoffman,f,29.0,5/10/1991, Old  Clare  Road ,Ayr,4807.0,QLD, 07  0836  0477 ,hoffman.charles@mail.com.au,certificate-ii,carer,73814.0, 2696  7080  4075  4614 ,10.0,2020-04-18T03:06+00:00,,,,,,,,,,,,,,,,,,,,,,,
R80688190,a106898108,joshua,devaughn,orr,m,25.0,18/8/1995, 15  marathon  drive  glyn , mount  eliza ,3930.0,vic, 03  8650  1962 ,orr.joshua@yahoo.com,advance-diploma,ict-technician,9999.0, 4150  5944  7004  7692 ,6.0,2020-07-14t12:29+00:00,rec-53591,joshua,devaughn,orr,m,21.0,18/8/1995, 8633  28170  1  3 , 15  marathon  drive  glyn , mount  eliza ,3930.0,vic,,orr.joshua@yahoo.com,married,172.0,91.0,30.75987020010817,75.0,175.0,0.0,fell---shoulder-injury,2016-12-14t19:30+00:00
R24728538,f145722388,drissa,,ovid,f,60.0,29/4/1960, 141  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  8332  0454 ,lsrnonshpg@hotmail.com,certificate-ii,other-worker,, 1396  9404  5852  5807 ,31.0,2010-02-04t13:59+00:00,rec-80641,drissa,charles,ovid,f,54.0,29/4/1960, 1032  53209  2  1 , 141  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  8332  0454 ,,married,179.0,67.0,20.91070815517618,70.0,173.0,0.0,mitral-valve-regurgiation,2014-01-25t20:32+00:00
R29504354,c149453205,george,joseph,bost,m,12.0,16/2/2008, 1  leura  lane  watersley  cottage ,hamilton,3300.0,vic, 03  2646  3467 ,george32@gmail.com,secondary-school,,,,0.0,2020-06-15t19:12+00:00,rec-57637,george,joseph,bost,m,10.0,16/2/2008, 7842  71964  1  2 , 1  leura  lane  watersley  cottage ,hamilton,3300.0,vic, 03  2646  3467 ,george32@gmail.com,,148.0,52.0,23.739956172388606,75.0,75.0,0.0,fall,2018-01-02t04:15+00:00
R91136240,h121190634,bryant,christian,church,m,48.0,21/11/1972, 32  clarence  street  aprt  6 ,elsternwick,3185.0,vic, 03  3669  1561 ,bryant70@aol.com,diploma,other-technician,73396.0, 8521  6004  3910  6200 ,29.0,2020-05-21t16:48+00:00,rec-37905,bryant,christian,church,m,44.0,21/11/1972, 1841  23571  1  2 , 28  first  street  south  dudley  road ,wonthaggi,3995.0,vic, 03  7288  3793 ,bryant70@aol.com,married,196.0,133.0,34.62099125364432,69.0,150.0,0.0,skin-lesion,2016-02-17t07:46+00:00
R02526992,h159620229,tyler,,bullock,m,24.0,4/8/1996, 31  victor  street  chatsworth  plaza ,chatswood,2067.0,nsw, 02  8799  0271 ,tyler65@mail.com,advance-diploma,other-technician,132389.0, 7197  2855  2051  9350 ,5.0,2020-05-03t10:28+00:00,,,,,,,,,,,,,,,,,,,,,,,
R82445750,e158442750,brandy,meryl,allen,f,31.0,5/6/1989, 100  steer  road  beauchamp  street ,kerang,3579.0,vic,,,senior-secondary-school,other-clerical-worker,36724.0, 3845  4112  8649  8599 ,3.0,2011-07-03t08:08+00:00,rec-46650,brandy,meryl,allen,f,25.0,5/6/1989, 5918  58286  1  2 , 100  steer  road  beauchamp  street ,kerang,3579.0,vic, 03  5114  2570 ,ccigcrbglh@hotmail.com,not-married,179.0,97.0,30.273711806747606,81.0,270.0,0.0,soreness-in-both-legs,2014-08-01t24:25+00:00
R18782225,g181222587,anderson,b,baltazar,m,39.0,9/8/1981, 7  stuart  avenue  wattle  cottage , prospect  vale ,7250.0,tas,,,certificate-ii,other-service-worker,9999.0, 1327  0597  3550  2228 ,20.0,2020-01-06t01:46+00:00,rec-37847,anderson,b,baltazar,m,31.0,9/8/1981, 8280  44842  2  2 , 90  gum  flat  road  gum  flat ,trenah,7263.0,tas, 03  6752  2403 ,,married,178.0,76.0,23.98687034465345,75.0,140.0,0.0,fall,2012-09-22t17:30+00:00
R64568984,e185986644,casey,fowler,frontis,f,55.0,18/3/1965, 21  cavenagh  street  the  metro ,darwin,800.0,nt, 08  8320  1163 ,frontis18@yahoo.com,certificate-ii,engineering-worker,97598.0, 0169  0399  3580  8272 ,26.0,2010-01-24t14:55+00:00,,,,,,,,,,,,,,,,,,,,,,,
R35857151,h181355751,joan,b,morrow,f,20.0,11/4/1999, 126  Clarke  Street ,Howlong,2643.0,NSW, 02  4380  4670 ,qcigjdaadi@yahoo.com,secondary-school,construction-labourer,14090.0, 4560  9598  6273  4494 ,2.0,2019-08-24T23:06+00:00,,,,,,,,,,,,,,,,,,,,,,,
R02658982,f102885926,marlon,paul,goode,f,14.0,24/2/2006, 362  tallebudgera  creek  road  raintree  farm ,tallebudgera,4228.0,qld,,goode.marlon@mail.com.au,secondary-school,,,,0.0,2020-01-13t09:59+00:00,rec-80587,marlon,paul,goode,f,13.0,24/2/2006, 6561  55357  1  3 , 362  tallebudgera  creek  road  raintree  farm ,tallebudgera,4228.0,qld, 07  7681  0445 ,,,162.0,65.0,24.76756591982929,75.0,215.0,0.0,syncopal-episode,2019-05-22t02:10+00:00
R43801291,h180192314,vincent,lee,richardson,m,47.0,18/5/1973, 15  kanoona  road  goonoodoo ,armidale,2350.0,nsw, 02  4880  1737 ,richardson10@gmail.com,certificate-ii,automotive-worker,65943.0, 5935  6683  3383  2392 ,26.0,2018-04-07t11:46+00:00,rec-60024,vincent,lee,richardson,m,39.0,18/5/1973, 4651  90377  1  1 , 31  anne  findlay  place  kiah  lodge  retirement  vlge , bateau  bay ,2261.0,nsw, 02  8002  3648 ,richardson10@gmail.com,married-de-facto,197.0,125.0,32.20902368007421,72.0,217.0,0.0,back-pain-(complains-of-soreness-at-lumbar-puncture-site),2012-07-11t01:28+00:00
R70514686,a115866704,sonny,marchand,perrin,m,57.0,18/8/1963, 155  warrigal  road  villa  111 ,burwood,3125.0,vic, 03  3011  2973 ,perrin.sonny@mail.com.au,diploma,ict-technician,72764.0, 6062  4751  5424  9314 ,37.0,2019-05-19t12:41+00:00,,,,,,,,,,,,,,,,,,,,,,,
R66481680,g106416886,ronald,jamal,harris,m,24.0,27/11/1992, 21  Homestead  Avenue ,Collaroy,2097.0,NSW, 02  0714  2879 ,harris.ronald@mail.com,certificate-i,health-support-worker,60950.0, 3175  4350  3478  7344 ,9.0,2016-07-09T05:54+00:00,,,,,,,,,,,,,,,,,,,,,,,
R00670715,d150700617,ryan,,adams,f,18.0,1/1/2002, 18  caroline  street  bayview  retirement , devonport  east ,7310.0,tas, 03  5647  3312 ,ryan.adams@hotmail.com,senior-secondary-school,casual-worker,0.0, 6404  1810  0942  2761 ,1.0,2020-05-13t22:11+00:00,rec-88367,ryan,brooks,adams,f,16.0,1/1/2002, 3252  48406  2  2 , 18  caroline  street  bayview  retirement , devonport  east ,,tas, 03  5647  3312 ,,,174.0,60.0,19.817677368212443,74.0,146.0,0.0,wandering,2018-04-01t05:26+00:00
R91610576,a160691571,jimmy,alexander,street,m,67.0,27/5/1953, 305  redjohanna  road  gleneden ,johanna,3238.0,vic, 03  2585  3746 ,street.jimmy@yahoo.com,advance-diploma,health-professional,114153.0, 1925  7579  8240  0704 ,48.0,2020-02-21t04:12+00:00,rec-61643,jimmy,alexander,street,m,61.0,27/5/1953, 5726  15943  1  1 , 6860  tucks  road  illawong , main  ridge ,3928.0,vic, 03  2585  3746 ,street.jimmy@yahoo.com,married,189.0,115.0,32.19394753786288,80.0,151.0,0.0,left-leg-pain,2014-11-13t05:18+00:00
R71987031,e191813770,bonnie,allen,marcus,f,19.0,23/3/2001, 4  osterlund  close  city  view  estate ,cairns,4870.0,qld, 07  7141  2949 ,marcus.bonnie@mail.com,certificate-iv,other-technician,70862.0, 8188  9115  4034  2008 ,0.0,2020-02-14t20:16+00:00,rec-38533,bonnie,allen,marcus,f,18.0,23/3/2001, 6362  58956  1  3 , 4  osterlund  close  city  view  estate ,cairns,4870.0,qld, 07  7141  2949 ,,married,168.0,64.0,22.67573696145125,71.0,158.0,1.0,intermittent-dyspepsia,2019-07-10t12:54+00:00
R38409597,d187453099,hazel,whipple,young,f,14.0,8/12/2005, 255  Scrutton  Road ,Noonamah,837.0,NT, 08  2964  6518 ,hazel.young@gmail.com,secondary-school,,,,0.0,2019-06-15T12:49+00:00,,,,,,,,,,,,,,,,,,,,,,,
R57060349,i150496730,tiffany,charise,jason,f,26.0,20/2/1994, 1156  harrietville  road  rsd ,bright,3741.0,vic, 03  5420  7793 ,jason.tiffany@hotmail.com,graduate-diploma,chief-executive,109898.0, 6886  0158  7189  1120 ,7.0,2020-02-02t18:12+00:00,rec-27839,tiffany,,jason,f,19.0,20/2/1994, 3036  54682  2  2 , 1156  harrietville  road  rsd ,bright,3741.0,vic,,jason.tiffany@hotmail.com,married,166.0,143.0,51.89432428509218,70.0,85.0,0.0,cataract-surgery,2013-08-13t03:46+00:00
R76887549,e148869775,cynthia,ann,austinmalone,f,45.0,24/11/1975, 2  daventry  street  flt  3 ,reservoir,3073.0,vic, 03  7245  4390 ,austinmalone92@mail.com.au,senior-secondary-school,machinary-driver,13486.0, 9977  2928  3798  4236 ,24.0,2018-02-11t15:33+00:00,rec-69243,cynthia,ann,austinmalone,f,40.0,24/11/1975, 8775  46521  1  1 , 2  daventry  street  flt  3 ,reservoir,,vic, 03  7245  4390 ,austinmalone92@mail.com.au,married-de-facto,174.0,99.0,32.69916765755053,73.0,152.0,0.0,dry-mouth,2015-10-04t09:09+00:00
R18970392,d109382971,lucas,orlando,roland,m,31.0,22/4/1989, 14  college  lane  riverside  garden ,douglas,4814.0,qld, 07  7427  3015 ,roland.lucas@mail.com,certificate-ii,other-service-worker,35347.0, 3359  8283  6418  0263 ,12.0,2020-03-16t24:37+00:00,rec-34247,lucas,orlando,roland,m,27.0,22/4/1989, 5158  97681  2  2 , 75  hobbs  road  tyrone  heights , kunda  park ,4556.0,qld, 07  7427  3015 ,roland.lucas@mail.com,married,175.0,125.0,40.816326530612244,82.0,203.0,0.0,shortness-of-breath,2016-01-08t23:45+00:00
R62925074,d172405269,peter,venn,simmons,f,28.0,19/11/1992, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  2328  5044 ,simmons.peter@mail.com.au,graduate-diploma,manager,176243.0, 9566  1319  2106  4160 ,9.0,2020-03-16t08:22+00:00,rec-74981,peter,venn,simmons,f,26.0,19/11/1992, 4307  29261  1  1 , 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  2328  5044 ,,married,191.0,108.0,29.60445163235657,81.0,94.0,0.0,ace-inhibitor-induced-cough,2018-06-06t03:22+00:00
R66463833,c166386334,dennis,d,mccracken,f,31.0,15/6/1988, 80  the  esplanade  colonial  townhouse ,darwin,800.0,nt, 08  6116  3802 ,mccracken80@mail.com.au,graduate-certificate,legislator,124428.0, 9174  3372  3706  9527 ,12.0,2018-02-19T24:54+00:00,,,,,,,,,,,,,,,,,,,,,,,
R80699339,b130698399,steven,thomas,dickey,m,32.0,20/4/1988, 9003  bass  highway  diamantina  lodge ,latrobe,7307.0,tas, 03  3156  9925 ,glmddtfsok@gmail.com,bachelor-degree,ict-technician,9999.0, 3990  4180  9473  0585 ,13.0,2020-02-22t17:10+00:00,rec-17980,steven,thomas,dickey,m,25.0,20/4/1988, 1302  49564  2  3 , 13  palmers  road  nyoka , oyster  cove ,,tas,,glmddtfsok@gmail.com,married-de-facto,187.0,115.0,32.88627069690297,71.0,164.0,0.0,tic-in-armpit,2013-11-26t12:58+00:00
R59792873,h195897273,sarah,,griffin,f,60.0,9/9/1960, 26  maude  street  millers  homes ,shepparton,3630.0,vic, 03  6376  8683 ,sarah.griffin@aol.com,graduate-certificate,general-manager,, 4409  7981  7768  6182 ,39.0,2018-06-17t14:52+00:00,rec-35573,sarah,,griffin,f,57.0,9/9/1960, 8756  83835  1  1 , 26  maude  street  millers  homes ,shepparton,,vic, 03  6376  8683 ,sarah.griffin@aol.com,not-married,180.0,100.0,30.864197530864196,78.0,145.0,1.0,increased-sadness,2017-01-14t12:38+00:00
R78532979,h195897273,sarah,marie,griffin,f,60.0,9/9/1960, 26  maude  street  millers  homes ,shepparton,3630.0,vic, 03  6376  8683 ,,graduate-certificate,general-manager,9999.0, 4409  7981  7768  6182 ,39.0,2018-06-17t14:52+00:00,rec-35573,sarah,,griffin,f,57.0,9/9/1960, 8756  83835  1  1 , 26  maude  street  millers  homes ,shepparton,,vic, 03  6376  8683 ,sarah.griffin@aol.com,not-married,180.0,100.0,30.864197530864196,78.0,145.0,1.0,increased-sadness,2017-01-14t12:38+00:00
R52310459,f143910552,mack,drew,patterson,m,56.0,16/10/1964, 71  hillards  road  granview ,armidale,2350.0,nsw, 02  9985  8072 ,patterson.mack@hotmail.com,graduate-certificate,legislator,, 8682  7956  8979  2065 ,23.0,2006-09-24t23:22+00:00,rec-11509,mack,drew,patterson,m,52.0,16/10/1964, 7846  97605  1  2 , 71  hillards  road  granview ,armidale,2350.0,nsw,,patterson.mack@hotmail.com,married-de-facto,194.0,107.0,28.43022637899883,76.0,195.0,1.0,fall-out-of-rocking-chair-due-to-syncope,2016-09-22t02:53+00:00
R16477475,e177674451,edna,adeline,overbey,f,70.0,20/4/1950, 104  beech  drive  baywood  chase , suffolk  park ,2481.0,nsw, 02  8993  6823 ,fctbqskkrk@hotmail.com,certificate-i,other-clerical-worker,47209.0, 4411  5555  7304  4518 ,51.0,2020-03-25t03:32+00:00,rec-44152,edna,adeline,overbey,f,67.0,20/4/1950, 8791  78187  1  2 , 104  beech  drive  baywood  chase , suffolk  park ,2481.0,nsw, 02  8993  6823 ,fctbqskkrk@hotmail.com,married,173.0,80.0,26.729927495071667,71.0,190.0,1.0,sweating,2017-04-27t14:05+00:00
R88274137,b183712847,velma,strickland,hida,f,54.0,11/9/1966, 31  fassifern  street  ettalong  bch  vlge ,ettalong,2257.0,nsw, 02  6412  7537 ,jsgaiqstgl@yahoo.com,secondary-school,shop-assistent,9999.0, 8942  7893  1230  2342 ,32.0,2017-07-18t04:32+00:00,rec-29951,velma,strickland,hida,f,51.0,11/9/1966, 6558  41397  1  1 , 31  fassifern  street  ettalong  bch  vlge ,ettalong,2257.0,nsw, 02  6412  7537 ,,married-de-facto,186.0,99.0,28.61602497398543,70.0,170.0,0.0,constipation,2017-08-07t06:25+00:00
R55125966,c156619255,david,todd,judkins,m,60.0,5/7/1960, 435  melville  street  brentwood  vlge ,kincumber,2251.0,nsw, 02  3535  9176 ,david37@gmail.com,advance-diploma,ict-technician,87262.0, 4161  2614  2160  3811 ,41.0,2020-02-24t03:06+00:00,rec-68411,david,todd,judkins,m,55.0,5/7/1960, 6344  86535  2  1 , 26  fraser  street  como ,narrabri,2390.0,nsw, 02  3535  9176 ,david37@gmail.com,married,172.0,111.0,37.52028123309898,83.0,177.0,0.0,no.9---drowsiness---has-gone-from-intermittent-to-daily/persistent,2015-12-13t08:24+00:00
R76500202,a100270562,tracy,dawson,gramby,f,55.0,22/7/1965, 141  st  arnaud  road  maryborough ,alma,3465.0,vic,,gramby37@mail.com,bachelor-degree,other-technician,127861.0, 3274  1047  1786  2728 ,35.0,2019-02-09t01:29+00:00,rec-20461,tracy,dawson,gramby,f,49.0,22/7/1965, 6413  33015  1  1 , 141  st  arnaud  road  maryborough ,alma,3465.0,vic, 03  1402  2361 ,gramby37.mail.com,married-de-facto,198.0,125.0,31.88450158147128,72.0,170.0,1.0,right-hip-fracture,2015-01-24t04:32+00:00
R15834744,e151443478,matthew,everett,dziepak,f,23.0,1/6/1993, 1223  Blain  Street , Tennant  Creek ,860.0,NT, 08  6775  7397 ,matthew.dziepak@mail.com.au,doctoral-degree,chief-executive,158358.0, 9525  5398  9432  1955 ,6.0,2014-09-04T06:41+00:00,,,,,,,,,,,,,,,,,,,,,,,
R90767852,d170685792,jesse,luther,crespo,m,51.0,9/10/1965, 38  Dulkara  Avenue , Mount  Gambier ,5290.0,SA, 08  8651  2352 ,jesse23@hotmail.com,bachelor-degree,art-media-professional,83025.0, 6304  2678  9743  8293 ,36.0,2016-09-09T16:58+00:00,,,,,,,,,,,,,,,,,,,,,,,
R94037599,d199094357,tameka,cannady,beaver,f,27.0,27/11/1993, 10  palm  avenue  villa  2 ,sherwood,4075.0,qld, 07  6165  4949 ,tameka19@mail.com,doctoral-degree,legal-professional,9999.0, 5163  1473  9382  6284 ,7.0,2019-02-14t10:37+00:00,rec-932,tameka,cannady,beaver,m,23.0,27/11/1993, 3300  91716  1  2 , 10  palm  avenue  villa  2 ,sherwood,,qld,,,married-de-facto,182.0,149.0,44.98249003743509,82.0,27.0,0.0,swelling-in-left-foot-and-left-leg,2016-07-04t12:58+00:00
R57913618,c195687131,dennis,andrew,smith,m,35.0,17/3/1985, 131  tasman  highway  waverley  lodge ,waverley,7250.0,tas, 03  6035  2231 ,dennis44@yahoo.com,certificate-ii,engineering-worker,67644.0, 3999  2694  5634  1562 ,15.0,2019-07-16t09:04+00:00,rec-6235,dennis,,smith,m,30.0,17/3/1985, 8371  55928  1  2 , 49  augusta  road  calvary  campus , lenah  valley ,7008.0,tas,,dennis44@yahoo.com,married-de-facto,177.0,126.0,40.21832806664751,75.0,297.0,0.0,depressed-mood,2015-02-27t12:22+00:00
R31782328,e118323728,toemiko,ellen,boyle,f,18.0,27/12/2002, 6  coral  crescent  bringelli  park ,dubbo,2830.0,nsw, 02  0355  9762 ,boyle46@aol.com,senior-secondary-school,casual-worker,, 3249  7315  1711  9446 ,1.0,2020-05-12t20:32+00:00,rec-13148,toemiko,ellen,boyle,f,16.0,27/12/2002, 3980  59303  1  2 , 6  coral  crescent  bringelli  park ,dubbo,2830.0,nsw, 02  0355  9762 ,boyle46@aol.com,,171.0,99.0,33.856571252693136,67.0,186.0,0.0,cough,2018-03-07t24:17+00:00
