rec_id,ssn,first_name,middle_name,last_name,gender,age_at_consultation,birth_date,medicare_number,street_address,suburb,postcode,state,phone,email,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
rec-58358,f197991035,annie,lynette,houck,f,61,21/11/1958, 7789  48491  2  1 , 151  cowper  street  dickson  park  professional  cntr  (cnr  anti ,dickson,2602,act, 02  7644  6057 ,houck.annie@gmail.com,married,198,130,33,72,148,0,low-energy,2019-12-22t13:44+00:00
rec-16473,h194310519,dewey,eugene,caudill,m,16,23/5/2002, 6791  63669  2  2 , 146  loxton  road  greenland ,wandsworth,2365,nsw,,,n/a,164,50,18,77,121,0,chest-pain,2018-03-24t24:06+00:00
rec-50262,h147484732,lisa,,lucas,f,33,22/12/1985, 6860  29595  1  1 , 252  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,,nsw,,,married,184,143,42,68,121,0,diarrhea,2018-03-10t18:03+00:00
rec-8283,h158693646,gloria,nicole,smith,f,46,23/3/1967, 4793  29339  2  1 , 47  mitchell  street  rcg  centre ,darwin,0800,nt, 08  5126  0898 ,,married-de-facto,191,99,27,69,106,0,corneal-transplant,2013-05-27t17:05+00:00
rec-87843,d155230161,ronald,,rouse,f,6,12/5/2014, 9476  93435  2  3 , 14  carrara  street  ahc  house ,benowa,4217,qld,,ronald94@yahoo.com,n/a,109,24,20,72,145,0,diabetes-mellitus-type-2-discontinuation-of-metformin-as-propholaxis-of-renal-injury-due-to-pet-scan-studies,2020-06-23t14:34+00:00
rec-56135,d132892410,charles,thomas,mills,m,24,3/11/1995, 6312  13524  1  3 , 174  clive  steele  avenue  castle  reagh  terrace ,monash,2904,act, 02  7819  4186 ,mills.charles@hotmail.com,married-de-facto,198,69,17,71,168,0,acid-reflux-worse,2019-11-14t17:03+00:00
rec-28427,h111299535,jada,k,ray,f,50,12/1/1966, 4858  78737  2  2 , 61  explorer  drive  forest  place , albany  creek ,,qld, 07  1477  2766 ,jada16@hotmail.com,married,173,59,19,75,188,0,depression,2016-02-02t24:10+00:00
rec-61623,c142765564,deborah,cordon,ivey,f,20,21/8/1996, 3845  29762  2  2 , 1  minniedale  road  amaroo ,traralgon,3844,vic, 03  6532  0345 ,,not-married,166,73,26,70,114,0,musculoskeletal-pain,2016-08-19t16:53+00:00
rec-36038,c149135978,shawn,edward,castillo,m,38,21/4/1974, 7238  73683  2  2 , 350  boundary  road  lake  sherrin  homes ,thornlands,4164,qld,,castillo.shawn@yahoo.com,married-de-facto,169,-99,50,79,139,1,rhinitis,2012-04-03t02:35+00:00
rec-52839,e128414775,larry,thomas,parker,m,55,5/6/1959, 3687  63323  1  2 , 596  bureen  road  shortstone ,denman,2328,nsw, 02  3799  4730 ,parker.larry@yahoo.com,married,175,-99,41,74,161,0,infected-right-great-toe,2014-03-03t24:05+00:00
rec-79401,e152815002,justin,wayne,jackson,f,50,21/7/1965, 5610  48147  1  1 , 268  main  road  consolation  creek ,cambewarra,2540,nsw, 02  4757  1110 ,justin30@yahoo.com,married,194,80,21,68,71,1,explosive-diarrhea,2015-02-16t08:01+00:00
rec-87258,e182133020,andrew,thomas,gilmore,f,39,14/11/1978, 6529  67502  1  1 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  0243  2812 ,gilmore.andrew@mail.com.au,married-de-facto,185,147,42,71,169,0,hypertension,2017-07-10t20:21+00:00
rec-10553,i103545521,mylisa,dianeosborne,long,f,58,18/3/1960, 1746  31732  1  2 , 40  marcus  clarke  street  canberra  house , canberra  city ,2601,act, 02  6376  1888 ,long41.aol.com,not-married,170,117,40,77,204,0,coughing,2018-12-25t23:05+00:00
rec-93837,g103523689,mark,w,jacobs,f,25,11/6/1988, 5625  81583  2  2 , 1025  dales  creek  road  argyle ,bunnan,2337,nsw,,jacobs90@aol.com,married-de-facto,199,130,32,81,206,0,low-energy,2013-02-02t22:39+00:00
rec-98082,g135339514,robin,george,kemmy,f,20,6/9/1994, 8685  49489  1  2 , 29  bendall  street  the  provincial ,kensington,3031,vic, 03  5684  9949 ,,not-married,178,142,44,76,245,0,tooth-extraction,2014-02-02t05:40+00:00
rec-54645,a124748486,john,armandochavez,schmidling,m,22,14/10/1998, 9948  75768  1  2 , 1  mulloway  road  macquarie  shores , chain  valley  bay ,2259,nsw,,schmidling81@hotmail.com,married,195,129,33,66,148,0,fall,2020-05-15t01:39+00:00
rec-26274,h193184936,michael,e,taylor,m,17,3/5/2000, 7552  96516  2  3 , 15  seventh  street  rainbow  beach  hoilliday  village , bonny  hills ,2445,nsw,,michael.taylor@aol.com,not-married,176,-99,23,74,178,0,posterior-subcapsular-cataract-in-right-eye-and-related-progressively-worsening-vision-(to-right-eye-only)-that-does-not-interfere-with-daily-activities.,2017-10-21t17:54+00:00
rec-8003,f143038149,sarah,diana,meves,f,74,3/11/1941, 1899  34812  1  1 , 9  jardine  street  kingston  tower ,kingston,,act, 02  7865  0296 ,meves78@mail.com.au,married,186,115,33,75,69,0,viral-menningitis,2015-05-04t08:04+00:00
rec-6114,g176889610,elizabeth,elizabeth,burke,f,49,31/10/1967, 4437  56148  1  1 , 78  rifle  butts  road  the  gums , lower  norton ,3401,vic, 03  1857  8840 ,burke69@hotmail.com,married,180,61,18,76,178,0,increased-urinary-frequency,2016-02-19t07:26+00:00
rec-77838,a139016696,roger,coleman,mccray,f,36,28/5/1981, 7476  80864  1  2 , 170  king  road  iona ,harkaway,3806,vic, 03  7770  6000 ,,widowed,165,122,44,73,136,0,leg-cramps,2017-05-11t10:01+00:00
rec-78797,c108700131,aaron,cleveland,clark,m,60,22/4/1954, 7539  82391  1  1 , 107  north  quay  bennett  chambers , north  quay ,4000,qld, 07  1127  6313 ,obngsohidp@aol.com,not-married,170,66,22,75,192,0,dry-mouth-due-to-medications,2014-05-14t12:57+00:00
rec-21411,i135560831,nancy,,otero,f,56,29/7/1959, 1229  25124  1  1 , 56  kanahooka  road  calderwood  park  retrmnt  vlge ,dapto,2530,nsw,,nancy69@yahoo.com,married,196,114,29,73,276,0,back-pain,2015-01-01t02:19+00:00
rec-89859,f156703614,richard,isimeme,kelly,f,22,13/7/1989, 4815  60818  2  2 , 1  greendale  road  coomara  park ,wallacia,2745,nsw, 02  1316  2467 ,kelly98@hotmail.com,married-de-facto,197,-99,15,77,178,0,basal-cell,2011-05-08t11:53+00:00
rec-67980,c133168290,dennis,allen,wyper,m,28,9/2/1990, 3824  97153  2  1 , 2  museum  drive  old  timers , alice  springs ,0870,nt, 08  5775  2504 ,,married,191,119,32,79,194,0,clostridium-difficile-infection,2018-09-21t14:51+00:00
rec-91620,d125639076,austin,lonnie,maxham,f,14,11/5/2003, 3360  33745  1  2 , 4  rosemont  crescent  redbank ,kalorama,,vic, 03  4350  7948 ,austin.maxham@aol.com,n/a,148,69,31,68,162,0,uri,2017-04-10t10:25+00:00
rec-65087,d188651730,wynn,louise,mayer,f,27,16/8/1990, 5246  57415  1  2 , 64  smith  street  manolas  bldg ,darwin,0800,nt,,mayer.wynn@aol.com,not-married,174,109,36,76,221,1,episode-of-anxiety,2017-11-15t18:59+00:00
rec-96180,a102394808,jordan,cole,mills,f,80,13/1/1938, 1100  29045  1  1 , 26  mitchell  street  mallam  chambers ,darwin,0800,nt, 08  9109  6499 ,mileglccgb@gmail.com,not-married,175,118,38,72,125,0,blurred-vision-has-gotten-worse,2018-06-25t10:38+00:00
rec-41709,f157727136,thomas,ashley,grady,m,29,25/3/1988, 5167  91651  1  1 , 15  victoria  avenue  victoria  square ,broadbeach,4218,qld, 07  3026  9655 ,thomas72@yahoo.com,not-married,194,58,15,75,177,0,vertigo,2017-08-10t04:42+00:00
rec-31466,g135300591,rushele,dunn,furr,f,44,7/2/1970, 7284  44855  2  1 , 12  minnesota  road  palm  springs  villa , wyong  north ,2259,nsw, 02  7039  2527 ,rushele37@mail.com.au,married,169,148,51,76,118,0,brain-hemorrhage,2014-02-13t23:41+00:00
rec-28456,h153145365,hilary,sherrika,blackmon,f,67,18/9/1947, 9718  97931  1  2 , 8  ash  drive  barossa  valley  tourist  park ,nuriootpa,5355,sa,,hilary77@aol.com,married,165,95,34,74,171,0,removal-of-cyst-right-wrist,2014-06-06t15:38+00:00
rec-1750,a157452906,laurie,f,cowand,f,50,29/5/1967, 1440  26772  2  2 , 12  hermitage  street  sjog  specialist  centre ,geraldton,6530,wa,,laurie41@mail.com.au,married,190,-99,34,76,159,0,crying,2017-04-17t01:40+00:00
rec-71263,g122099570,gregory,eugene,bray,f,21,1/6/1996, 7513  34039  1  2 , 75  broadwater  court  avoca  drive ,kincumber,,nsw, 02  8638  9261 ,qodrjbdhgo@yahoo.com,not-married,193,112,30,76,203,0,dizziness,2017-09-13t11:12+00:00
rec-41315,a141260239,christine,jane,torok,f,31,29/7/1987, 8515  83355  1  1 , 5  harrys  road  rivendell , arthurs  creek ,3099,vic, 03  4146  9839 ,christine84@hotmail.com,divorced,186,134,38,75,141,0,rash,2018-12-24t16:51+00:00
rec-21719,f137737686,eric,kantilal,byrd,m,17,25/4/1996, 5552  67291  1  3 , 258  lyons  street  mater  dei ,westcourt,4870,qld,,eakoqimnrh@hotmail.com,not-married,173,-99,31,82,219,0,bronchitis,2013-10-19t23:56+00:00
rec-94014,a189276537,michael,wesley,morgan,m,30,21/1/1988, 6727  37867  2  1 , 55  clear  view  road  thyme  cottage ,crabtree,7109,tas, 03  3958  7441 ,michael80@yahoo.com,not-married,165,-99,45,77,204,0,erectile-dysfunction,2018-02-02t18:08+00:00
rec-26967,e114781363,johnny,eric,kelly,m,45,10/11/1971, 8681  37820  2  1 , 4  sturt  street  kilnacrott , wagga  wagga ,2650,nsw, 02  7939  2666 ,johnny.kelly.mail.com.au,married-de-facto,179,146,45,71,104,0,increased-depressed-mood,2017-11-08t23:06+00:00
rec-90375,g191534001,william,robert,caine,f,60,12/8/1957, 4620  10620  2  2 , 905  healesville-koo-wee-rup  road  rahil  park , woori  yallock ,3139,vic, 03  1444  7725 ,,married,183,116,34,69,212,0,dry-mouth,2017-11-03t23:37+00:00
rec-24009,d115289403,precious,b,franklin,f,20,23/4/1996, 8883  36176  1  3 , 773  main  road  ferndale , glen  huon ,,tas, 03  8674  1312 ,precious.franklin@gmail.com,widowed,191,-99,24,73,158,0,vitrectomy---r-eye,2016-03-04t05:01+00:00
rec-91493,h114501228,brian,allen,smith,f,16,11/8/2001, 6283  37629  1  2 , 21  riverside  drive  king  ash  bay ,borroloola,,nt, 08  7798  0969 ,smith56@mail.com.au,not-married,177,56,17,79,242,0,severe-nausea,2017-09-11t09:26+00:00
rec-7773,a155534816,kelly,lewis,howard,f,12,22/3/2002, 2080  11144  1  2 , 29  wagga  road  murrayvale  lodge ,lavington,,nsw,,kelly.howard@aol.com,n/a,154,61,25,75,231,0,epsiodes-of-wandering,2014-04-15t03:43+00:00
rec-2586,a142148834,kevin,dayne,mitchell,m,57,24/1/1958, 8513  75718  2  2 , 78  margaret  street  etonstrete ,toowoomba,,qld, 07  0336  2599 ,tfcdlllhpm@hotmail.com,married,182,80,24,74,104,1,diarrhea,2015-10-07t14:40+00:00
rec-26359,g121712464,cornelius,,moye,m,32,20/4/1980, 9641  14815  1  1 , 29  cavenagh  street  chin  arcade ,darwin,0800,nt,,cornelius.moye@aol.com,divorced,199,75,18,78,176,0,low-energy,2012-10-07t24:28+00:00
rec-67671,a106302236,jamie,maurice,emerine,m,17,5/8/1996, 7959  38977  1  3 , 65  bambra-aireys  inlet  road  st  omer ,bambra,3241,vic,,,married,168,-99,35,76,122,0,cough,2014-06-03t13:37+00:00
rec-22386,f138120685,terry,alan,white,f,13,19/12/2000, 7876  24978  2  2 , 1  cosgrove  road  boxlea ,deniliquin,2710,nsw, 02  0320  4530 ,white3@hotmail.com,not-married,141,43,21,75,177,0,shoulder-pain,2013-03-19t07:41+00:00
rec-24566,b137583730,illeseya,lane,belue,f,7,17/4/2013, 4118  25960  2  2 , 86  tarrengower  street  yarvle ,yarraville,3013,vic, 03  9146  8415 ,fgmojftpai@mail.com,n/a,114,27,20,74,181,0,abdominal-discomfort,2020-06-19t04:11+00:00
rec-62621,c185219820,ray,kimble,barker,m,31,16/7/1985, 8179  78633  2  1 , 43  exeter  street  torbay ,torquay,4655,qld, 07  6294  0086 ,barker47@aol.com,married-de-facto,166,144,52,77,143,0,weight-gain,2016-04-08t15:25+00:00
rec-9800,f197281951,christopher,jarrett,hinton,m,58,24/6/1955, 1554  79807  1  1 , 717  maidens  brush  road  henry  kendall  vlge , gosford  north ,2250,nsw,,christopher42@hotmail.com,separated,199,72,18,74,108,0,small-patch-of-dry-skin-right-temple,2013-01-03t02:55+00:00
rec-63821,e110044053,tomarr,earl,pruitt,m,19,4/1/1993, 5198  91536  2  3 , 9  blue  jay  circuit  kingscliff  ret  vil ,kingscliff,2487,nsw,,pruitt.tomarr@yahoo.com,married-de-facto,177,60,19,71,179,0,hypothyroidism,2012-02-22t08:17+00:00
rec-55385,e147985193,norma,fox,yang,f,14,20/10/2001, 5322  81301  1  3 , 1  copperville  road  copperville ,marlborough,,qld,,norma.yang@hotmail.com,married,156,63,25,77,174,0,fractured-left-hip,2015-06-05t16:13+00:00
rec-17223,e124239133,kathy,foss,portman,f,62,1/3/1954, 2893  37769  2  2 , 811  doves  crescent  henry  kendall  vlge ,wyoming,2250,nsw, 02  1652  5943 ,portman.kathy@gmail.com,married,185,-99,35,79,156,0,basal-cell---nose---l-side,2016-06-10t22:05+00:00
rec-33750,i193617010,alfus,david,provitola,m,50,1/5/1967, 6976  62065  1  1 , 32  macrossan  street  admiralty  quays ,brisbane,4000,qld, 07  2052  1779 ,alfus56@hotmail.com,divorced,176,111,35,65,147,0,broke-wrist,2017-02-03t03:41+00:00
rec-15267,e131138320,james,singh,simmons,f,31,19/10/1987, 4726  67077  1  2 , 128  john  street  jonlin  park , henley  brook ,6055,wa,,simmons15@aol.com,married,173,68,22,72,219,0,fall,2018-02-16t19:51+00:00
rec-65096,e136623782,jackie,byers,ferguson,f,55,15/11/1960, 8413  94410  2  1 , 140  robina  town  centre  drive  riverwalk  1 , robina  town  centre ,4230,qld, 07  7126  7613 ,jackie23@mail.com,not-married,188,103,29,73,125,1,wandering,2015-05-05t13:59+00:00
rec-63400,a149450359,mary,,mabey,f,52,20/11/1964, 9496  93344  1  1 , 3  parap  road  parap  village  shopping  centre ,parap,0820,nt, 08  1951  9858 ,mabey16@hotmail.com,married-de-facto,174,88,29,74,138,0,fall/-broken-wrist,2016-10-07t06:57+00:00
rec-95445,d192987371,richard,,hargrove,f,7,25/1/2006, 3412  60526  1  2 , 1  allens  road  middle  heights ,coledale,2515,nsw, 02  9671  0731 ,richard.hargrove@mail.com.au,n/a,122,28,18,75,304,0,stomach-virus,2013-11-27t21:45+00:00
rec-72905,b151994990,brian,eric,evans,f,48,18/4/1968, 7481  35351  1  2 , 237  wakefield  street  apt  3 ,adelaide,5000,sa,,dqclsglemm@aol.com,married,166,142,51,73,263,0,dizziness,2016-08-21t24:24+00:00
rec-8362,a172673418,charles,delano,brewer,m,55,26/7/1960, 6806  52517  2  2 , 43  sergison  circuit  north  bank  caravan  park , rapid  creek ,0810,nt,,brewer.charles@hotmail.com,married,196,113,29,76,203,0,atrial-fibrillation,2015-10-19t01:15+00:00
rec-48986,e170676275,mary,margaret,preslar,f,61,13/2/1952, 7999  68832  1  2 , 501  queen  street  admiralty  towers ,brisbane,4000,qld, 07  4704  8932 ,,married,185,122,35,78,146,0,left-elbow-and-wrist-pain,2016-03-16t24:39+00:00
rec-42779,g118847359,clifford,mckinley,campese,m,14,11/10/2002, 1941  16626  2  2 , 37  hagney  lane  collen ,peel,2795,nsw,,pmnrgbbcca@aol.com,n/a,174,66,21,75,176,0,coughing,2016-09-27t11:36+00:00
rec-42554,c193952260,ronnie,scott,wilson,m,51,27/5/1962, 9873  77551  2  1 , 868  old  calder  highway  keilor  retirement  village ,keilor,3036,vic,,,not-married,165,-99,54,70,132,0,depressive-symptoms,2013-08-08t04:12+00:00
rec-68599,b163921574,lewey,vantrell,royall,f,23,2/8/1993, 6008  80451  1  3 , 588  garoo  road  midway ,tamworth,2340,nsw, 02  0305  1264 ,lewey93@mail.com,married,168,114,40,68,147,0,ankle-swelling,2016-11-19t22:52+00:00
rec-37310,f123353330,herman,maurice,billings,m,13,12/2/2005, 3643  17006  2  2 , 36  gidgee  road  lazy  acres ,dubbo,2830,nsw, 02  5236  5909 ,billings.herman@mail.com,n/a,150,47,20,70,141,0,i-fell-sad-because-i-cannot-exercise,2018-02-03t06:12+00:00
rec-1429,d178495964,leonard,,whitley,m,48,17/10/1966, 2652  61329  1  1 , 1  rockonia  road  bellingham  est ,rockhampton,4700,qld, 07  6418  7359 ,kjhgritler@aol.com,separated,165,-99,44,65,185,0,crying,2014-05-08t18:26+00:00
rec-16785,f184132642,karen,diana,harbert,f,56,17/2/1957, 2539  25006  2  2 , 123  clarke  lane  tatiara , gerang  gerung ,3418,vic,,,married-de-facto,185,133,38,77,127,0,diarrhea,2015-10-05t20:20+00:00
rec-70938,h142643990,jay,leon,duncan,f,11,15/6/2002, 4623  57445  1  3 , 1045  gold  coast  highway  samuel  plaza , palm  beach ,4221,qld, 07  2687  1528 ,duncan.jay@aol.com,n/a,137,45,23,75,203,0,urinary-incontinence,2013-02-23t09:10+00:00
rec-17394,e185606486,theo,robert,murray,m,45,9/8/1969, 6238  84231  1  1 , 1  leskes  road  tobermory ,birdwood,5234,sa,,murray.theo@gmail.com,married,196,81,21,73,173,0,sleep-apnea,2014-06-25t14:27+00:00
rec-1047,c162990620,margaret,bennie,gray,f,60,4/1/1953, 6480  61909  2  1 , 1  gwabagar  road  carawatha ,cuttabri,2388,nsw,,margaret49@yahoo.com,not-married,180,147,45,68,175,0,hot-flashes,2013-04-25t20:59+00:00
rec-92533,b197856890,clayton,t,mcintosh,f,45,1/1/1969, 7425  17946  1  1 , 79  karalta  road  taragal  glen  retrmnt  vlge ,erina,2250,nsw, 02  2717  8332 ,clayton76@aol.com,married,171,95,32,73,84,0,l.-shoulder-pain,2014-04-13t21:27+00:00
rec-42092,i149595771,anne,anderson,collins,f,46,15/12/1972, 3992  50609  1  2 , 80  myers  street  st  john  of  god  hospital ,geelong,3220,vic, 03  9107  1105 ,anne94@gmail.com,divorced,178,60,18,69,107,0,chest-pain,2018-09-01t21:42+00:00
rec-13894,f113050668,debra,,long,f,33,8/11/1979, 1567  71291  2  1 , 25  chinderah  bay  drive  homestead  caravan  park ,chinderah,2487,nsw,,kittbahqmi@gmail.com,not-married,177,70,22,64,202,0,coughing,2012-03-11t01:16+00:00
rec-52201,f149186694,millicent,p,rutherford,f,45,12/6/1968, 8806  43214  1  2 , 86  church  street  abervale  village ,grovedale,3216,vic, 03  8540  6064 ,millicent4@aol.com,not-married,195,123,32,75,135,0,episodic-mild-depressed-mood,2013-09-03t08:15+00:00
rec-17802,a119984649,jennifer,mclamb,clayton,f,21,26/2/1994, 4538  66700  2  3 , 1  belconnen  way  belconnen  animal  hospital  (cnr  coulter  d ,weetangera,,act, 02  5351  3806 ,,not-married,166,134,48,75,175,0,dizziness,2016-12-18t21:53+00:00
rec-51238,f108582994,david,lee,holloway,m,54,14/2/1963, 9972  70640  2  2 , 196  discovery  drive  the  anchorage , tweed  heads ,,nsw, 02  3965  2895 ,holloway82@aol.com,divorced,174,86,28,77,205,0,drowsiness,2017-04-07t18:30+00:00
rec-28099,a145893046,barbara,sloan,lackey,f,15,4/4/1999, 5955  85418  1  2 , 15  avery  lane  brimbargo ,cliftleigh,2321,nsw,,lackey.barbara.hotmail.com,not-married,164,54,20,77,163,0,insomnia,2014-10-09t22:28+00:00
rec-92289,h122315875,james,eugene,barfield,f,30,14/9/1988, 6303  35505  1  2 , 9  batman  avenue  tarcoola  village ,shepparton,3630,vic,,james97@mail.com.au,married,165,117,42,77,176,0,urinary-tract-infection,2018-05-13t16:18+00:00
rec-64092,c149738902,levern,patrick,gooch,f,58,26/3/1956, 2466  47240  1  1 , 49  augusta  road  the  calvary  medical  centre , lenah  valley ,7008,tas, 03  3533  0842 ,levern.gooch@yahoo.com,not-married,174,129,42,71,201,0,ankle-swelling,2014-07-07t07:33+00:00
rec-20441,a182301727,russell,duane,saunders,m,69,10/12/1947, 9208  35067  2  1 , 9  browning  boulevard  pacific  haven ,caloundra,4551,qld, 07  5975  6247 ,russell.saunders@yahoo.com,divorced,196,-99,35,76,133,1,fall,2016-01-14t17:49+00:00
rec-14529,g114505270,shana,griffin,swinney,f,68,20/11/1947, 1691  27987  1  1 , 35  maud  street  rosetta  village , victor  harbor ,,sa, 08  4697  2270 ,swinney.shana.aol.com,not-married,187,86,24,81,178,0,coughing,2016-11-23t15:15+00:00
rec-68313,a117154773,christopher,rhodes,rivera,m,11,21/3/2003, 2384  72547  2  3 , 7  garden  crescent  garden  village , port  macquarie ,2444,nsw,,,n/a,143,36,17,76,175,0,hormonal-hot-flashes,2014-09-19t01:31+00:00
rec-18997,i170045142,william,,deans,m,73,13/4/1946, 2541  60756  1  2 , 444  high  street  state  bank  arcade ,penrith,,nsw,,acoodkbdmf@mail.com,married,193,79,21,71,208,0,fall,2019-09-13t17:29+00:00
rec-3821,b161274017,henry,lee,lassiter,m,15,10/11/1998, 9356  71131  1  2 , 70  bowral  street  southern  highlands  private  hospital ,bowral,2576,nsw, 02  4511  1596 ,,separated,175,82,26,72,176,0,increased-fatigue,2013-04-05t11:40+00:00
rec-70031,c108293634,thomas,michael,crawford,m,9,12/8/2008, 2170  95140  1  3 , 3  valentine  crescent  lake  macquarie ,valentine,2280,nsw, 02  4477  7975 ,pkpflkarob@yahoo.com,n/a,129,35,21,79,202,0,headaches,2017-09-18t18:11+00:00
rec-35340,a156065063,eric,shade,duncan,f,14,25/10/2000, 1893  36351  2  3 , 401  south  arm  road  zani ,lauderdale,7021,tas, 03  5098  2155 ,,married-de-facto,159,54,21,76,122,0,right-hip-replacement-surgery-outpatient,2014-07-19t23:47+00:00
rec-14333,h143842339,george,morris,meier,m,15,31/7/2000, 8841  99776  2  3 , 6  banyan  street  unt  6 , fannie  bay ,0820,nt, 08  5349  5775 ,,married,176,-99,26,79,130,0,fall,2015-10-01t10:17+00:00
rec-79413,f186633363,oliver,,ellis,f,34,15/1/1980, 9716  35362  1  2 , 88  smith  street  emmerton  park  host ,smithton,7330,tas, 03  5421  2842 ,,married,195,71,18,79,100,0,left-arm-pain,2014-07-26t09:17+00:00
rec-67749,e177107606,william,scott,buff,m,22,30/12/1997, 4338  10580  2  3 , 301  galston  road  rowland  vlge ,galston,2159,nsw,,buff49@mail.com.au,married,185,67,19,74,226,0,fall,2019-10-04t22:06+00:00
rec-90262,c138419537,guatricker,clemente,winstead,f,49,11/6/1965, 9917  51616  1  2 , 5025  st  andrews  terrace  fairways  centre , sanctuary  cove ,,qld,,winstead.guatricker@mail.com.au,not-married,184,82,24,76,184,0,left-knee-arthroscopy,2014-05-08t15:19+00:00
rec-51968,a165985464,barry,albert,almazan,m,64,5/8/1947, 9340  25011  1  1 , 141  esplanade  street  downstairs , golden  beach ,4551,qld, 07  7456  9939 ,hgsktpbplq.mail.com,married-de-facto,169,136,47,76,114,0,urinary-frequency,2014-08-15t21:03+00:00
rec-98663,g180319807,donn,l,bates,f,59,9/7/1955, 2447  41937  1  1 , 5  marsh  street  rowen  brafords , east  mackay ,4740,qld, 07  7714  7800 ,donn.bates.hotmail.com,married-de-facto,182,115,34,72,169,0,drowsiness,2014-08-02t14:28+00:00
rec-3075,b198796285,monta,denise,williams,f,48,10/4/1968, 8450  66750  2  2 , 33  neales  lane  robin  hill ,orange,2800,nsw, 02  3536  3133 ,williams55@yahoo.com,divorced,194,120,31,77,204,0,low-energy,2016-11-10t21:28+00:00
rec-48200,h197806280,vickie,hawkins,frank,f,46,2/2/1970, 2150  77448  2  2 , 5  collins  close  masonic  vlge ,gorokan,,nsw, 02  0727  7772 ,frank.vickie@yahoo.com,married,197,-99,18,75,176,0,headaches,2016-04-03t04:55+00:00
rec-28229,f195557039,francisco,darnell,benson,m,56,1/2/1963, 7886  26091  1  2 , 70  george  street  house  of  elidi ,mackay,4740,qld, 07  2270  5132 ,,not-married,173,85,28,78,197,0,blurred-vision-(right-eye),2019-01-25t04:23+00:00
rec-25510,c112826121,joseph,paul,moore,m,60,7/1/1955, 3385  72433  1  1 , 160  main  street  the  complex , bacchus  marsh ,3340,vic,,joseph.moore@mail.com.au,married-de-facto,169,96,33,74,135,0,tooth-infection-on-left-molar,2015-09-12t06:18+00:00
rec-30553,b154958218,danny,w,costas,f,60,9/10/1952, 3762  83478  2  2 , 13  henty  street  northbourne  flts ,braddon,,act, 02  4962  1709 ,danny5.yahoo.com,married-de-facto,183,94,28,79,179,0,left-shoulder-pain,2015-01-22t10:04+00:00
rec-78008,e169650409,jesse,blair,garcia-samuels,f,52,9/11/1966, 7302  40948  2  2 , 50  butler  street  autumn  lodge ,armidale,2350,nsw, 02  9274  2729 ,jesse85@yahoo.com,married,199,84,21,68,137,0,constipation,2018-12-05t13:38+00:00
rec-46292,c193333323,chad,j,ruiz,m,23,3/9/1991, 7803  68820  2  2 , 100  marine  parade  southport  medical  centre ,southport,4215,qld, 07  4214  9283 ,chad.ruiz@mail.com.au,married-de-facto,182,127,38,79,124,0,ingrown-toenail-left-great-toe,2014-09-24t06:01+00:00
rec-24882,i146642706,robin,marie,harrawood,f,26,5/12/1990, 5454  45125  2  1 , 2  oxley  drive  wardrope  way ,bowral,,nsw,,,married,190,73,20,79,185,0,increased-urinary-frequency,2016-02-23t13:34+00:00
rec-7144,h124360591,tiffany,lee,walton,f,32,17/7/1983, 3475  17210  2  2 , 158  tiberias  road  lake  house ,tiberias,7120,tas, 03  7797  3984 ,walton.tiffany@gmail.com,married,188,79,22,75,200,0,left-hip-pain,2015-09-14t01:36+00:00
rec-88843,c199572552,perez,leon,corcoran,f,66,12/7/1951, 4934  54585  1  2 , 85  lake  street  city  main  street  arcade ,cairns,4870,qld, 07  9606  7982 ,osgtnennht@mail.com.au,married-de-facto,180,-99,25,75,198,0,rash-(leg-and-arms),2017-04-07t20:17+00:00
rec-13372,d179588802,jenny,johnson,haas,f,22,13/12/1993, 1042  16155  2  3 , 87  maud  street  rosetta  village , victor  harbor ,5211,sa,,jenny.haas@mail.com.au,married-de-facto,185,104,30,79,92,0,sweating,2015-10-14t22:40+00:00
rec-42211,h102204882,cheri,nichelle,hatcher,f,49,2/3/1964, 4959  95528  1  1 , 123  willandra  road  villa  3 ,cromer,2099,nsw,,,married,175,126,41,73,171,0,death-from-stomach-cancer,2013-07-11t11:41+00:00
rec-53769,g146842424,kenneth,thomas,greenleaf,m,55,17/5/1963, 8513  87122  1  2 , 48  corinna  street  gadal  chambers ,woden,2606,act,,greenleaf.kenneth@mail.com,married-de-facto,179,126,39,73,159,0,impetigo,2018-05-08t01:13+00:00
rec-97260,g137860233,melvin,earl,farber,f,25,28/10/1994, 6367  79374  2  2 , 40  marcus  clarke  street  canberra  hse , canberra  city ,2601,act, 02  6909  5498 ,fksdcpgrst@gmail.com,married-de-facto,177,149,47,77,224,0,dry-mouth,2019-06-18t19:54+00:00
rec-49626,d190963058,nancy,b,little,f,17,5/8/1999, 5920  70861  1  3 , 1194  wattamolla  road  rockwall , kangaroo  valley ,2577,nsw,,ilkkdphcal@hotmail.com,married,183,85,25,80,133,1,squamous-cell-carcinoma,2016-05-17t01:11+00:00
rec-26322,g158964739,mark,j,brunache,m,45,4/4/1968, 5477  52601  1  2 , 1  princes  highway  peektuo , central  tilba ,2546,nsw,,hsrbkthlgi@gmail.com,married,195,107,28,69,224,0,shoulder-replacement,2013-10-01t02:14+00:00
